date,20316875,20191440,20191442,20363824,20376057,20386898,20379358,103048,20160300
2016-05-23,,0.0,,1.0,1.0,3.0,1.0,4.0,2.0
2016-05-24,1.0,,,2.0,,3.0,2.0,8.0,1.0
2016-05-25,6.0,3.0,5.0,4.0,3.0,6.0,2.0,9.0,1.0
2016-05-26,1.0,2.0,1.0,2.0,1.0,3.0,1.0,8.0,
2016-05-27,1.0,1.0,,6.0,4.0,6.0,1.0,8.0,1.0
2016-05-28,7.0,4.0,3.0,4.0,3.0,9.0,5.0,20.0,5.0
2016-05-29,5.0,3.0,,4.0,1.0,2.0,1.0,13.0,
2016-05-30,2.0,,1.0,3.0,4.0,,,3.0,
2016-05-31,,,,2.0,2.0,1.0,3.0,6.0,4.0
2016-06-01,1.0,3.0,2.0,3.0,5.0,7.0,1.0,16.0,1.0
2016-06-02,,1.0,3.0,3.0,1.0,2.0,1.0,7.0,
2016-06-03,4.0,1.0,1.0,5.0,5.0,1.0,4.0,5.0,1.0
2016-06-04,3.0,5.0,3.0,5.0,5.0,10.0,1.0,29.0,8.0
2016-06-05,,2.0,2.0,2.0,4.0,2.0,4.0,17.0,4.0
2016-06-06,3.0,2.0,1.0,1.0,1.0,,,23.0,2.0
2016-06-07,1.0,3.0,1.0,1.0,,2.0,2.0,4.0,3.0
2016-06-08,3.0,3.0,1.0,1.0,1.0,1.0,4.0,20.0,2.0
2016-06-09,1.0,1.0,,5.0,1.0,3.0,1.0,8.0,2.0
2016-06-10,,3.0,4.0,4.0,4.0,7.0,2.0,18.0,
2016-06-11,2.0,4.0,5.0,5.0,3.0,4.0,1.0,35.0,7.0
2016-06-12,5.0,5.0,4.0,3.0,,2.0,1.0,9.0,4.0
2016-06-13,2.0,1.0,4.0,,8.0,,,7.0,1.0
2016-06-14,3.0,1.0,,,3.0,2.0,1.0,16.0,
2016-06-15,1.0,5.0,,2.0,1.0,1.0,5.0,17.0,2.0
2016-06-16,2.0,,,1.0,,4.0,,9.0,
